speech,class
"The problem is not Muslims, but the chauvinist mentality that we Italians are soaked with, which sees the woman as an object.",1
"Ignorance leads to violence, you cannot attack anybody, not really knowing its traditions. If we allow ourselves to be guided by prejudices, we will always be wrong.",1
"The Koran is a book similar to the Bible, written in Arabic. No one wants to kill their own brothers of faith.",1
Muslims hate Christians. They want to kill all of us.,0
"The veil is a religious symbol, if you're not going to convert yourself it does not concern you.",1
"Damn bastards, they want us to close all churches.",0
Muslims hate Christians. They want to kill all of us.,0
"1. No 'Arab' (very general term), has never wanted to impose their religion 2. Are you suggesting to give money to the traffickers of human beings?",1
Why? Did someone ever come to you with the aim of converting you?,1
In Italy is taking place a real religious replacement.,0
"I have not seen recently closed churches, but maybe I'm wrong. Can you tell me why do you think so?",1
I am not aware that Muslims (which is different from the Arabs since some are Christians) seek to impose their rules on us.,1
Why do you make this statement?,1
"Damn bastards, they want us to close all churches.",0
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"I do not understand your theory, why would it be necessary to make such an atrocity?",1
Could you tell me exactly a source that would indicate a growing number of bulit mosques ?,1
"Who are you to judge in such a merciless manner, God Almighty?",1
I do not think that sexual violences are committed only by members of a specific religion.,1
I suggest you to do a research about Islam. You will notice that it is a religion that has a lot in common with ours. It is monotheistic and has many prophets who also belong to Christianity.,1
I would prefer the Martians than these fucking Muslims.,0
"Hi, actually Muslims in Italy do not even reach 5% and among them there are also Italian citizens who profess this faith.",1
Muslims hate Christians. They want to kill all of us.,0
"Hi, do you think that it's really possible to talk about substitution when the number of citizens of the Muslim faith (including Italian) does not even reach 5% of the total population?",1
"Why recur to the atomic bomb when you can co-exist? We do not have to immediately attack the ones that we do not know, instead, we should try to understand them and in the process trying to assimilate new knowledge.",1
"Generalizing is always wrong, while acknowledging how some crimes are horrendous. Many people try to integrate in our society or anyway they never intended to hurt anyone.",1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"It's a shame that there is no longer the crucifix in school, a lack of respect.",0
Are you saying you would go with great pleasure on dead bodies?,1
Who is really in charge to combat terrorism would not agree with you.,1
Fanatics megalomaniacs. Don't delude you to find cowards waiting for you! We will pass on your dead body and also with great pleasure.,0
They are replacing us in our house! They should remain at their home to put on the burqa and beat their wives.,0
Selective Napalm? We throw it over our city and we hopeit will hit the Arabs?,1
"All terrorists? My aunt married an Arab man, have two wonderful children and live in the United States. The Arab man in this case has only won the heart of my aunt, no violence or bombs.",1
Revenge is always wrong. Also it is not correct to generalize because the majority of Islamic terrorism victims are Muslims themselves.,1
"Bombs on you, bad infamous people (enough is enough stinky)",0
Die islamic!,0
From what can you say that there is this desire from Muslims?,1
"Islam, like Christianity, it has a message to bring: everyone is free to choose whether to listen or not, but no one has the ability nor the will to subjugate anyone.",1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"Watch out historical recurrences, this time blast-furnace will light!",0
It's not absolutely true. There are millions of perfectly integrated Muslims.,1
Muslims hate Christians. They want to kill all of us.,0
The veil is not mandatory in most Muslim countries. Let alone in countries with a quite different tradition.,1
"The cases of hate-mongering imams are very few, actually.",1
"Being of Arab origin does not mean being terrorists, avoid generalizations that lead only to more hatred.",1
They are replacing us in our house! They should remain at their home to put on the burqa and beat their wives.,0
I personally have never met a Muslim who tried to evangelize me. Everyone is free to dress as they like and has the right to have a place to practice their religion. This does not question the freedom of us Italians to maintain our culture.,1
There is no better way to spread the terrorism that responding with violence.,1
I wish all of them would die.,0
What is your problem with Muslims? They are people who profess a religion of peace.,1
Did you know that the only terrorist attacks in Italy were made by Italians?,1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
A real Islamic invasion is taking place.,0
"Hi, I also condemn these acts that are so atrocious, but it seems to me unfair to put on the same boat all the people who form this religion. The Muslim religion does not permit such acts and their perpetrators should be considered criminals, regardless of their faith or nationality.",1
